2024,"Birth weight influences cardiac structure, function, and disease risk: Evidence of a causal association",15229645,"European Heart Journal","45","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19,0,19
2024,"Causal associations between modifiable risk factors and intervertebral disc degeneration",18781632,"Spine Journal","24","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,0,19
2023,"Genetic evidence strengthens the bidirectional connection between gut microbiota and periodontitis: insights from a two-sample Mendelian randomization study",14795876,"Journal of Translational Medicine","21","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,6,19,0,19
2023,"Causal effects of COVID-19 on structural changes in specific brain regions: a Mendelian randomization study",17417015,"BMC Medicine","21","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,3,19,0,19
2023,"BMAL1 loss in oligodendroglia contributes to abnormal myelination and sleep",10974199,"Neuron","111","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,0,19
2023,"Assessment of the bidirectional causal association between frailty and depression: A Mendelian randomization study",21906009,"Journal of Cachexia, Sarcopenia and Muscle","14","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,0,19
2023,"Genetic Association and Potential Mediators between Sarcopenia and Coronary Heart Disease: A Bidirectional Two-Sample, Two-Step Mendelian Randomization Study",20726643,"Nutrients","15","13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,19,0,19
2023,"The Relationship of Attention-Deficit/Hyperactivity Disorder With Posttraumatic Stress Disorder: A Two-Sample Mendelian Randomization and Population-Based Sibling Comparison Study",18732402,"Biological Psychiatry","93","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,19,0,19
2023,"Gut microbiota and atopic dermatitis: a two-sample Mendelian randomization study",2296858X,"Frontiers in Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,3,19,0,19
2023,"The relationship between major depression and migraine: A bidirectional two-sample Mendelian randomization study",16642295,"Frontiers in Neurology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,19,0,19
2023,"Associations between polyunsaturated fatty acid concentrations and Parkinson’s disease: A two-sample Mendelian randomization study",16634365,"Frontiers in Aging Neuroscience","15","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,19,0,19
2022,"Mendelian randomization study reveals a causal relationship between rheumatoid arthritis and risk for pre-eclampsia",16643224,"Frontiers in Immunology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,0,19
2022,"Causal association of sleep disturbances and low back pain: A bidirectional two-sample Mendelian randomization study",1662453X,"Frontiers in Neuroscience","16","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,19,0,19
2022,"Identification of blood metabolites linked to the risk of cholelithiasis: a comprehensive Mendelian randomization study",19360541,"Hepatology International","16","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,19,0,19
2022,"Adiposity and grip strength: a Mendelian randomisation study in UK Biobank",17417015,"BMC Medicine","20","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,2,19,0,19
2022,"Obstructive sleep apnea and atrial fibrillation: insights from a bidirectional Mendelian randomization study",17558794,"BMC Medical Genomics","15","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,1,19,0,19
2022,"Hypothyroidism has a protective causal association with hepatocellular carcinoma: A two-sample Mendelian randomization study",16642392,"Frontiers in Endocrinology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,19,0,19
2022,"Investigating the causal nature of the relationship of subcortical brain volume with smoking and alcohol use",14721465,"British Journal of Psychiatry","221","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,19,0,19
2022,"Body Mass Index and Risk of Diabetic Nephropathy: A Mendelian Randomization Study",19457197,"Journal of Clinical Endocrinology and Metabolism","107","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,2,19,0,19
2022,"The role of vitamin C in pneumonia and COVID-19 infection in adults with European ancestry: a Mendelian randomisation study",14765640,"European Journal of Clinical Nutrition","76","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,4,0,19,0,19
2022,"Causal Association and Shared Genetics Between Asthma and COVID-19",16643224,"Frontiers in Immunology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,1,19,0,19
2021,"Genetic overlap and causal associations between smoking behaviours and mental health",20452322,"Scientific Reports","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,19,0,19
2021,"Causal Association of Coffee Consumption and Total, Knee, Hip and Self-Reported Osteoarthritis: A Mendelian Randomization Study",16642392,"Frontiers in Endocrinology","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,2,19,0,19
2021,"Thyrotrophin and thyroxine support immune homeostasis in humans",13652567,"Immunology","163","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,3,4,19,0,19
2021,"Mendelian Randomization Highlights the Causal Role of Normal Thyroid Function on Blood Lipid Profiles",19457170,"Endocrinology (United States)","162","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,4,2,19,0,19
2021,"Mendelian Randomization in Cardiovascular Research: Establishing Causality When There Are Unmeasured Confounders",19417705,"Circulation: Cardiovascular Quality and Outcomes","14","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,3,19,0,19
2020,"Smoking and multiple sclerosis risk: a Mendelian randomization study",14321459,"Journal of Neurology","267","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,2,3,1,19,0,19
2020,"Causal effects of sleep traits on ischemic stroke and its subtypes: A mendelian randomization study",11791608,"Nature and Science of Sleep","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,3,0,19,0,19
2020,"Eicosanoid inflammatory mediators are robustly associated with blood pressure in the general population",20479980,"Journal of the American Heart Association","9","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3,2,19,0,19
2020,"Two-sample mendelian randomization study of lipid levels and ischemic heart disease",17385555,"Korean Circulation Journal","50","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,5,1,19,0,19
2020,"Application of the Instrumental Inequalities to a Mendelian Randomization Study With Multiple Proposed Instruments",15315487,"Epidemiology","31","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,6,0,19,0,19
2019,"No Association Between Vitamin D Status and Risk of Barrett's Esophagus or Esophageal Adenocarcinoma: A Mendelian Randomization Study",15427714,"Clinical Gastroenterology and Hepatology","17","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5,3,4,1,19,0,19
2019,"Sleep Duration and Adiposity in Children and Adults: Observational and Mendelian Randomization Studies",1930739X,"Obesity","27","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,4,0,19,0,19
2019,"Causal association between rheumatoid arthritis and a decreased risk of Alzheimer’s disease: A Mendelian randomization study",14351250,"Zeitschrift fur Rheumatologie","78","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,4,5,1,19,0,19
2019,"Combined Association of Body Mass Index and Alcohol Consumption with Biomarkers for Liver Injury and Incidence of Liver Disease: A Mendelian Randomization Study",25743805,"JAMA Network Open","2","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,2,5,1,19,0,19
2019,"Assessing the role of selenium in endometrial cancer risk: A mendelian randomization study",2234943X,"Frontiers in Oncology","9","MAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,3,4,0,19,0,19
2018,"A primer in Mendelian Randomization methodology with a focus on utilizing published summary association data",10643745,"Methods in Molecular Biology","1793","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,4,4,3,19,0,19
2017,"Vascular endothelial growth factor and ischemic heart disease risk: A mendelian randomization study",20479980,"Journal of the American Heart Association","6","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,6,3,0,19,0,19
2024,"Genome-wide association studies and Mendelian randomization analyses provide insights into the causes of early-onset colorectal cancer",15698041,"Annals of Oncology","35","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,0,18
2023,"Causal effect between gut microbiota and pancreatic cancer: a two-sample Mendelian randomization study",14712407,"BMC Cancer","23","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18,0,18
2023,"Low-density lipoprotein cholesterol and risk of hepatocellular carcinoma: a Mendelian randomization and mediation analysis",1476511X,"Lipids in Health and Disease","22","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,0,18
2023,"Body Mass Index and the Risk of Rheumatic Disease: Linear and Nonlinear Mendelian Randomization Analyses",23265205,"Arthritis and Rheumatology","75","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,6,18,0,18
2023,"Loneliness and depression: bidirectional mendelian randomization analyses using data from three large genome-wide association studies",14765578,"Molecular Psychiatry","28","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18,0,18
2023,"The interactions between host genome and gut microbiome increase the risk of psychiatric disorders: Mendelian randomization and biological annotation",10902139,"Brain, Behavior, and Immunity","113","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,18,0,18
2023,"Dissecting shared genetic architecture between obesity and multiple sclerosis",23523964,"eBioMedicine","93","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,0,18
2023,"Clarifying the effect of gut microbiota on allergic conjunctivitis risk is instrumental for predictive, preventive, and personalized medicine: a Mendelian randomization analysis",18785085,"EPMA Journal","14","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,18,0,18
2023,"Causal link between gut microbiota and four types of pancreatitis: a genetic association and bidirectional Mendelian randomization study",1664302X,"Frontiers in Microbiology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,0,18
2023,"Obesity and risk for respiratory diseases: a Mendelian randomization study",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,18,0,18
2023,"Gut microbiota and sepsis: bidirectional Mendelian study and mediation analysis",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,18,0,18
2023,"Exploring the causal effects of the gut microbiome on serum lipid levels: A two-sample Mendelian randomization analysis",1664302X,"Frontiers in Microbiology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,18,0,18
2023,"Data integration in causal inference",19390068,"Wiley Interdisciplinary Reviews: Computational Statistics","15","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,2,18,0,18
2022,"A Mendelian randomization study to assess the genetic liability of gastroesophageal reflux disease for cardiovascular diseases and risk factors",14602083,"Human Molecular Genetics","31","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,18,0,18
2022,"Genetically predicted telomere length and Alzheimer’s disease endophenotypes: a Mendelian randomization study",17589193,"Alzheimer's Research and Therapy","14","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,18,0,18
2022,"Iron status and the risk of sepsis and severe COVID-19: a two-sample Mendelian randomization study",20452322,"Scientific Reports","12","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,18,0,18
2022,"Robust Mendelian randomization in the presence of residual population stratification, batch effects and horizontal pleiotropy",20411723,"Nature Communications","13","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,3,18,0,18
2022,"Polygenic contribution to the relationship of loneliness and social isolation with schizophrenia",20411723,"Nature Communications","13","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,18,0,18
2022,"A genetic association study reveals the relationship between the oral microbiome and anxiety and depression symptoms",16640640,"Frontiers in Psychiatry","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,18,0,18
2022,"Effects of general and central adiposity on circulating lipoprotein, lipid, and metabolite levels in UK Biobank: A multivariable Mendelian randomization study",26667762,"The Lancet Regional Health - Europe","21","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,2,18,0,18
2022,"Causal associations between thyroid dysfunction and COVID-19 susceptibility and severity: A bidirectional Mendelian randomization study",16642392,"Frontiers in Endocrinology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,2,18,0,18
2022,"Does smoking protect against developing osteoarthritis? Evidence from a genetically informed perspective",1532866X,"Seminars in Arthritis and Rheumatism","55","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,18,0,18
2022,"Causal Association Between Tea Consumption and Bone Health: A Mendelian Randomization Study",2296861X,"Frontiers in Nutrition","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,2,18,0,18
2022,"Using genetics to assess the association of commonly used antihypertensive drugs with diabetes, glycaemic traits and lipids: a trans-ancestry Mendelian randomisation study",14320428,"Diabetologia","65","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,3,18,0,18
2022,"Dietary-Derived Essential Nutrients and Amyotrophic Lateral Sclerosis: A Two-Sample Mendelian Randomization Study",20726643,"Nutrients","14","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,4,18,0,18
2022,"Uric Acid Mediated the Association Between BMI and Postmenopausal Breast Cancer Incidence: A Bidirectional Mendelian Randomization Analysis and Prospective Cohort Study",16642392,"Frontiers in Endocrinology","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,6,18,0,18
2022,"Do sex hormones confound or mediate the effect of chronotype on breast and prostate cancer? A Mendelian randomization study",15537404,"PLoS Genetics","18","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,2,18,0,18
2022,"Genetically predicted telomere length and its relationship with neurodegenerative diseases and life expectancy",20010370,"Computational and Structural Biotechnology Journal","20","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,18,0,18
2022,"Causal association of gut microbiome on the risk of rheumatoid arthritis: A Mendelian randomisation study",14682060,"Annals of the Rheumatic Diseases","81","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,6,0,18,0,18
2021,"Age at menarche, age at natural menopause, and risk of rheumatoid arthritis — a Mendelian randomization study",14786362,"Arthritis Research and Therapy","23","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,4,1,18,0,18
2021,"Investigating genetic correlation and causality between nicotine dependence and ADHD in a broader psychiatric context",1552485X,"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics","186","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,1,18,0,18
2021,"Educational attainment protects against type 2 diabetes independently of cognitive performance: a Mendelian randomization study",14325233,"Acta Diabetologica","58","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,1,18,0,18
2021,"Using genetic variants to evaluate the causal effect of cholesterol lowering on head and neck cancer risk: A Mendelian randomization study",15537404,"PLoS Genetics","17","4 April 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4,2,18,0,18
2021,"Association of Sleep Duration With Atrial Fibrillation and Heart Failure: A Mendelian Randomization Analysis",16648021,"Frontiers in Genetics","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,2,18,0,18
2021,"High Level of Uromodulin Increases the Risk of Hypertension: A Mendelian Randomization Study",2297055X,"Frontiers in Cardiovascular Medicine","8","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,2,18,0,18
2021,"Irritable bowel syndrome and migraine: evidence from Mendelian randomization analysis in the UK Biobank",17474132,"Expert Review of Gastroenterology and Hepatology","15","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,3,18,0,18
2021,"Coffee consumption and risk of breast cancer: A Mendelian randomization study",19326203,"PLoS ONE","16","1 January",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,2,18,0,18
2020,"Association of Educational Attainment With Adiposity, Type 2 Diabetes, and Coronary Artery Diseases: A Mendelian Randomization Study",22962565,"Frontiers in Public Health","8","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,18,0,18
2019,"Mendelian randomization study for genetically predicted polyunsaturated fatty acids levels on overall cancer risk and mortality",10559965,"Cancer Epidemiology Biomarkers and Prevention","28","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,2,3,0,18,0,18
2019,"Association between premorbid body mass index and amyotrophic lateral sclerosis: Causal inference through genetic approaches",16642295,"Frontiers in Neurology","10","MAY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,1,2,18,0,18
2018,"Diagnostics for pleiotropy in Mendelian randomization studies: Global and individual tests for direct effects",14766256,"American Journal of Epidemiology","187","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,1,3,3,18,0,18
2024,"Mendelian Randomization Applied to Neurology: Promises and Challenges",1526632X,"Neurology","102","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,17
2023,"Causal relationship between sarcopenia and osteoarthritis: a bi-directional two-sample mendelian randomized study",2047783X,"European Journal of Medical Research","28","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17,0,17
2023,"Genetic association of circulating C-reactive protein levels with idiopathic pulmonary fibrosis: a two-sample Mendelian randomization study",1465993X,"Respiratory Research","24","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,17,0,17
2023,"The Association of Physical Activity with Glaucoma and Related Traits in the UK Biobank",15494713,"Ophthalmology","130","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,17,0,17
2023,"Association of Longer Leukocyte Telomere Length With Cardiac Size, Function, and Heart Failure",23806591,"JAMA Cardiology","8","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,17,0,17
2023,"Genetic underpinning of the comorbidity between type 2 diabetes and osteoarthritis",15376605,"American Journal of Human Genetics","110","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,17,0,17
2023,"Testing the causal relationships of physical activity and sedentary behaviour with mental health and substance use disorders: a Mendelian randomisation study",14765578,"Molecular Psychiatry","28","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17,0,17
